id,title_en,description_en
979,China says 500 monitoring for radiation after test,"The Chinese government has mobilized more than 500 people to carry out round-the-clock monitoring for radiation along the border after North Korea said last week it had carried out its fourth nuclear test, but nothing abnormal was found. North Korea’s test on Wednesday angered both the US and China,...."
980,The Latest: Audi says it's committed to fixing engines,"DETROIT (AP) — The latest developments from the North American International Auto Show in Detroit. 9:35. The chairman of Audi AG says the German automaker is committed to fixing diesel engines that cheat on emissions tests as quickly as possible. Rupert Stadler says the scandal ""is a unique opportunity for change and for innovation."
981,Heathrow passenger numbers hit record high in 2015 as UK's largest airport waits for Government backing to build third runway,"He added: '2015 has been a banner year for Heathrow, serving more passengers than ever and being recognised in a number of awards as the best major airport in Europe for both passenger service and eco-innovation.' Last month the Government put off a decision on whether to support expansion at...."
982,In black and white,", portraying a white bear smagrito surprised off in the Barents sea in Norway, the image of a polar bear is doing around the internet, opening another bitter reflection on the consequences of climate change. We are talking about the massive graffito appeared on the wall of the colosseum theatre, the second largest in turin."
983,Diputación an alliance with the jtis to promote the use of sustainable energy from aquifers,"The Diputación of Castellón cooperates with the ITC and the company ITECON in the european project E-USE (Europe Wide Use of Sustainable Energy from Aquifers) in order to promote the widespread Use in Europe of Sustainable Energy from Aquifers. Thus, the Provincial government is working with the ITC and...."
984,The city ineended 500.000? and technical support to reflection on access to affordable housing,"Joan Clos warns that floods and droughts, consequences of climate change, give rise to movements of people who still do not affect europe but it is likely to do so. Madrid, 11 (Europa Press) the city of Madrid be 500.000 and technical support to the programme of nations...."
985,Cabinet approves plan for Akamas,"The Cabinet adopted on Monday a proposal by a ministerial steering committee on Akamas, which would primarily protect nature and biodiversity as well as allow some low-scale sustainable development in the area. Agriculture Minister Nicos Kouyialis said he believes this is a step in the right direction for protecting the environment."
986,"Volkswagen, the to fears maxi fines from the Usa. And promises 900 million more of investment and 2mila jobs","After Volkswagen chiede officially apologize to the United States. While promises investments trying to mitigate the relationship with the us authorities addizionali for 900 million dollars and the creation of 2mila jobs locally. ""We are disappointed that our clients and...."
987,"Rsc. a travelling exhibition of natural gas on energy, environment and industrial heritage there in lorry 111 municipalities","Madrid, 11 (SERVIMEDIA) a travelling exhibition on energy, environment and industrial heritage will travel by spain over the 2016 and there 111 municipalities within a lorry with dual engine, according to informed this Monday Natural Gas in a note."
988,"There Is No Doing Business in Cuba, Only with Cuba","First, let’s get the preposition right. All commentary regarding entering the Cuban market makes reference to investing “in” Cuba. But, when used as a preposition, “in” innocently indicates inclusion within a space or place. However, “in” is an insufficient and misleading preposition with reference to Cuban investments."
989,Klimatske promjene su osnovni uzrok rata u Siriji,"Poznati pulski psiholog Dževdet Hadžiselimović zadnjih se godina posebno zanima za klimatske promjene, točnije za psihologiju klimatskih promjena, njihov utjecaj na mentalno zdravlje ljudi, globalna društvena kretanja i uvjete života na Zemlji. Knjigom pod naslovom ""Klima se mijenja, a mi"", koju je...."
990,"Race campestre, Adugna wins to pollutri","(ANSA) - Pescara, 11 Jan - Biniyam Senibeta Adugna Vomano Gran Sasso (athletics) has awarded the first test, will join a Pollutri (Chieti) of winter campestri races, winning the race about 10 km, with 75 podisti filter-sterilized street, above Alberico Di Cecco (Vini Fantini Pescara)....."
991,Understanding Sp: prepares emissione bond additional tier 1,"13:37 d’intesa Sp: prepare emissione bond additional tier 1 Milan, 11 d10c - Intesa Sanpaolo to deliver shortly equity aggiuntivo class 1 (additional tier 1), subject to market conditions. The institute shall communicate in a note in which recalls that date…."
992,The Latest: Audi says it's committed to fixing engines,"DETROIT — The latest developments from the North American International Auto Show in Detroit. 9:35. The chairman of Audi AG says the German automaker is committed to fixing diesel engines that cheat on emissions tests as quickly as possible. Rupert Stadler says the scandal ""is a unique opportunity for change and for innovation."
993,Moody's cuts Malaysia's sovereign rating outlook as global risks worsen,"KUALA LUMPUR - Moody's cut Malaysia's sovereign rating outlook to stable from positive on Monday, flagging risks from the Southeast Asian economy's deteriorating growth profile as global trade and market conditions worsen. The ratings agency had assigned a positive outlook to Malaysia's A3 rating in...."
994,JC or poly? Make an informed choice,"Some of you will be collecting your O-level results today and an important decision awaits you about which progression pathway you should choose. There are many options, including the junior colleges (JCs), polytechnics (polys), the Institute of Technical Education and the arts institutions."
995,"Arch Coal, hurt by the weakening demand for coal, filed for Chapter 11 bankruptcy protection Monday","NEW YORK, N.Y. - Arch Coal, which has been hurt by the weakening demand for coal, filed for Chapter 11 bankruptcy protection Monday. The coal industry is struggling as electric power companies shift to using natural gas, which costs less than coal and produces less pollution."
996,Young entrepreneurs share their tips for business success,"and giving your people a sense of real purpose are among the top qualities possessed by successful entrepreneurs, according to a group of global business leaders who are all members of the Young Presidents’ Organization (YPO), the world’s premier network of over 23,000 chief executives and business leaders in 130 countries worldwide."
997,"10 htay 2016 Smog, within two years ‘‘clean '' less deaths","Smog, from ‘‘clean’’ fewer deaths the expert confirmed the link between pollution and deaths, declining in 2013 - 2014 2013 and 2014 were the years when the annual average of excess of Pm10 in lombardy was considerably lower than in previous years and, less pollution, fell even the dead."
